Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
A2AQ25,0.5235698192918218,0.5616706784130601,0.5436037726675331,0.5835803567599261,0.4286102609651197,0.5951789228667934,0.4981795540650526,0.5984663216294129,0.36781571861887397,0.8620808979570852,0.47975635263930116,0.5094148098686818,0.5079075917325625,0.7034181800156826,0.47523231186128784
A2ARP1,0.2790316972821951,0.33446396716673343,0.38140110966175395,0.35087594758653984,0.22709400329829144,0.218137710082657,0.3112508256780615,0.4361744957697691,0.2365478774931757,0.31428373481750765,0.3735542726517754,0.2835976252186319,0.2571562396981385,0.2816142328971428,0.3069148387898196
A2ASQ1,0.9877958531684721,0.9511523339899565,1.1549361238939952,0.6343668669794156,0.6958595890294778,0.9701224655750365,0.9583238226745161,0.9388077152944837,1.125540468288195,0.639443036235557,0.6678307814536494,0.8738086050174325,0.5647687611026504,0.6595957581038966,0.6695542953873208
A2ASZ8,3.291818321912506,3.3748176908546914,2.5475595039941243,3.1407121136955003,2.3828662553832087,3.225217686211571,2.1339724466659304,3.5615378099591184,3.055866051019312,2.4300208554552243,4.214276636772082,2.630588267312414,2.1753489295621553,4.735869168955962,3.0742830067278537
A2AWA9,0.9074962935285681,1.2587611324574717,0.9192971109910547,0.9706726602621324,0.7987290705747249,0.9240935907668635,0.9186348291556405,1.2206288693248364,0.623808469842148,0.8562677794458529,0.9763225376078908,1.0521037884714712,1.0307599213471255,1.1456358092837773,1.263723050684672
A2AWP8,0.06962231449840864,0.08846953242271853,0.10571211270370474,0.1334952324011275,0.10243173907058646,0.13743534781047995,0.04468502932340439,0.07178416491695042,0.07524140783148014,0.08572290037666079,0.10857128787958703,0.08021748873474302,0.09945367233378956,0.06135664516354019,0.07936253576530415
A2BDX3,0.28452563366633404,0.41396725056736006,0.36988087899423716,0.7178239676144912,0.6575948589169023,1.172937195198549,0.7373700508854056,0.9133230948083968,0.8428564207766209,0.9105998398618591,1.147554152080532,0.9521936033001522,0.6946812325483268,0.4091616513008231,0.9912615042418533
A2BE28,0.019622393546185304,0.04874839557934551,0.02117701509430599,0.036438288836341017,0.027596644113734112,0.036128271606161604,0.031842148758581205,0.025326148869419026,0.00995463504981389,0.0,0.04060800338984726,0.03883827610661468,0.013506840601496664,0.03738830253157234,0.016292612330032798
A2BH40,0.008464834641485949,0.010399977298285464,0.017250760264673454,0.016162910101966788,0.011505079799528589,0.012134921499991529,0.011682528740417166,0.011149148880492168,0.017048864342357934,0.010856342114126658,0.01496558813488814,0.013854153891110227,0.010694383262941127,0.012514611782649968,0.025806127454327962
A2RSJ4,0.3438230567491499,0.4274547551716733,0.4468538623282458,0.43235629685839755,0.24009797370933036,0.28421631525432073,0.40542490624871746,0.39655162384052367,0.36910775208261426,0.25327803126025994,0.4412993261593462,0.40713729253446196,0.263137693121863,0.28616987316063425,0.35109123206607173
